Easting,Northing,Texture,Description,Elevation,Annual_Rainfall,Hydrology_Category
250823,325403,Fine loamy,Brown Earth: Well drained mineral soils,44.3,974,Well Drained
322500,255364,Fine loamy,Luvisol: Well drained mineral soils,29.7,735,Well Drained
202166,427503,Peat,Peat soils,130,1617,Peat
129058,315965,Coarse loamy,Brown Earth: Well drained mineral soils,27.3,1196,Poorly Drained
313887,198508,Peat,Lithosols: Stony mineral soils often overlying bedrock,248.6,1661,Poorly Drained
274710,131330,Fine loamy,Brown Earth: Well drained mineral soils,65.9,1007,Well Drained
205316,144250,Fine loamy,Luvisol: Well drained mineral soils,70.1,942,Well Drained
209904,430037,Peat,Peat soils,10,1387,Peat
251820,317432,Fine loamy,Brown Earth: Well drained mineral soils,97.8,999,Poorly Drained
171613,228621,Coarse loamy,Brown Earth: Well drained mineral soils,121.1,1149,Well Drained
245799,247834,Fine loamy,Luvisol: Well drained mineral soils,126,1012,Well Drained
296765,157243,Fine loamy,Brown Earth: Well drained mineral soils,92.7,1074,Poorly Drained
109377,334105,Coarse loamy,Brown Earth: Well drained mineral soils,89.8,1657,Poorly Drained
68583,263508,Peat,Lithosols: Stony mineral soils often overlying bedrock,17,1316,Poorly Drained
253730,194306,Fine loamy,Luvisol: Well drained mineral soils,109.6,881,Well Drained
221674,307604,Fine loamy,Surface-water Gley: Poorly drained mineral soil,82.1,1135,Poorly Drained
259007,313163,Fine loamy,Surface-water Gley: Poorly drained mineral soil,63.5,1028,Poorly Drained
294109,301816,Fine loamy,Brown Earth: Well drained mineral soils,39.4,807,Poorly Drained
131426,243292,Fine loamy,Brown Earth: Well drained mineral soils,13.8,1180,Well Drained
163019,118228,Peat,Peat soils,395.4,1510,Well Drained
287547,252043,Fine loamy,Surface-water Gley: Poorly drained mineral soil,71.3,866,Poorly Drained
260601,145416,Fine loamy,Luvisol: Well drained mineral soils,62.2,933,Well Drained
140827,326074,Peat,Peat soils,145.1,1443,Peat
99888,86877,Coarse loamy,Brown Earth: Well drained mineral soils,105.5,1798,Well Drained
149682,166226,Fine loamy,Surface-water Gley: Poorly drained mineral soil,44.6,1199,Poorly Drained
209393,271454,Peat,Peat soils,44.4,962,Peat
284842,281572,Fine loamy,Luvisol: Well drained mineral soils,82,864,Well Drained
193460,130044,Fine loamy,Luvisol: Well drained mineral soils,75.1,1336,Well Drained
257922,333639,Fine loamy,Surface-water Gley: Poorly drained mineral soil,66.2,1031,Poorly Drained
235005,425637,Loamy,Brown Podzolic: Well drained acid mineral soil,3.8,1178,Poorly Drained
238613,273188,Peat,Peat soils,58.6,958,Peat
273362,139485,Coarse loamy,Brown Earth: Well drained mineral soils,78,1073,Well Drained
266637,339061,All,River alluvium,82.4,1012,AlluvMIN
161390,109819,Clayey,Surface-water Gley: Poorly drained mineral soil,87.9,1028,Well Drained
164827,239916,Peat,Peat soils,90.9,1164,Peat
268907,103210,Coarse loamy,Brown Earth: Well drained mineral soils,59,951,Well Drained
317595,192412,Fine loamy,Brown Earth: Well drained mineral soils,161.2,1282,Well Drained
258516,150830,Fine loamy,Luvisol: Well drained mineral soils,67.3,803,Well Drained
141006,273767,All,River alluvium,62.3,1237,AlluvMIN
99951,168487,Fine loamy,Brown Earth: Well drained mineral soils,5,1192,Poorly Drained
300976,108474,Fine loamy,Surface-water Gley: Poorly drained mineral soil,18,870,Poorly Drained
143610,98459,Coarse loamy,Brown Earth: Well drained mineral soils,75,1147,Poorly Drained
98239,117779,Peat,Peat soils,202.3,1632,Peat
307968,270038,Fine loamy,Luvisol: Well drained mineral soils,31.4,799,Well Drained
317292,217028,Peat,Lithosols: Stony mineral soils often overlying bedrock,250,1340,Poorly Drained
278234,104707,Fine loamy,Luvisol: Well drained mineral soils,20.7,868,Well Drained
217747,226531,Peat,Peat soils,48.8,876,Peat
255392,282991,Fine loamy,Luvisol: Well drained mineral soils,96.9,958,Poorly Drained
282393,317134,Fine loamy,Brown Earth: Well drained mineral soils,115.7,1099,Peat
228890,169237,Fine loamy,Luvisol: Well drained mineral soils,124.8,914,Well Drained
127944,67452,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,87.4,1488,Well Drained
113812,61384,Peat,Peat soils,204,2118,Poorly Drained
187498,180598,Fine loamy,Luvisol: Well drained mineral soils,54.5,949,Well Drained
306414,141548,Fine loamy,Brown Earth: Well drained mineral soils,71.5,1057,Well Drained
144963,199622,Fine loamy,Brown Earth: Well drained mineral soils,38.3,1111,Well Drained
168984,245709,Peat,Peat soils,55.6,1119,Peat
111495,280187,All,River alluvium,27.4,1448,AlluvMIN
146828,221789,Fine loamy,Brown Earth: Well drained mineral soils,15.9,1118,Well Drained
225004,159891,Peat,Peat soils,121.4,886,Peat
98246,165858,Peat,Peat soils,7.4,1181,Peat
128699,319743,Coarse loamy,Brown Earth: Well drained mineral soils,29,1125,Well Drained
115800,254495,Fine loamy,Luvisol: Well drained mineral soils,7.481392,1360,Well Drained
248944,147752,Fine loamy,Luvisol: Well drained mineral soils,75.4,923,Well Drained
234767,103663,Fine loamy,Brown Earth: Well drained mineral soils,97.7,1300,Well Drained
253341,268204,Fine loamy,Luvisol: Well drained mineral soils,95.3,992,Well Drained
156878,209948,Peat,Peat soils,245.3,1369,Peat
91906,269691,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,99,2320,Poorly Drained
181740,194948,All,Lake alluvium,45.2,943,AlluvMIN
281155,185719,Fine loamy,Luvisol: Well drained mineral soils,124.1,881,Well Drained
195493,307618,Clayey,Surface-water Gley: Poorly drained mineral soil,62.5,1109,Poorly Drained
237285,171120,Fine loamy,Luvisol: Well drained mineral soils,224.7,1014,Poorly Drained
111557,99734,Peat,Peat soils,238,1654,Peat
255258,287880,Fine loamy,Brown Earth: Well drained mineral soils,132.2,1015,Poorly Drained
127170,294860,Coarse loamy,Brown Earth: Well drained mineral soils,53.1,1280,Well Drained
183270,120392,Peat,Peat soils,486.7,1727,Poorly Drained
140477,180256,Fine loamy,Luvisol: Well drained mineral soils,51.1,1167,Well Drained
279478,283655,Fine loamy,Luvisol: Well drained mineral soils,69.6,906,Well Drained
230884,403824,All,River alluvium,1,1061,AlluvMIN
199791,108478,Peat,Peat soils,412.3,1722,Poorly Drained
155684,149523,Fine loamy,Luvisol: Well drained mineral soils,18,929,Well Drained
200009,111749,Peat,Peat soils,254.3,1268,Poorly Drained
141670,331948,Peat,Peat soils,82.9,1162,Peat
193278,233969,Fine loamy,Luvisol: Well drained mineral soils,57.9,967,Well Drained
174765,299245,Peat,Peat soils,88,1170,Peat
303352,240407,Fine loamy,Luvisol: Well drained mineral soils,70.4,799,Well Drained
251255,124316,Coarse loamy,Brown Earth: Well drained mineral soils,241.5,1161,Well Drained
190667,210629,All,River alluvium,29.3,921,AlluvMIN
165804,199812,Peat,Peat soils,202.5,1359,Peat
265775,274149,Fine loamy,Brown Earth: Well drained mineral soils,151.6,1032,Well Drained
104518,162043,Fine loamy,Brown Podzolic: Well drained acid mineral soil,32,1247,Well Drained
208152,302879,Fine loamy,Surface-water Gley: Poorly drained mineral soil,67.7,1138,Poorly Drained
224284,305696,Fine loamy,Surface-water Gley: Poorly drained mineral soil,86,1097,Poorly Drained
134227,80312,Fine loamy,Surface-water Gley: Poorly drained mineral soil,194.5,1499,Well Drained
127353,226096,Fine loamy,Brown Earth: Well drained mineral soils,37.4,1262,Well Drained
227171,152338,All,River alluvium,223.2,1131,AlluvMIN
199229,400462,Peat,Peat soils,220,1961,Peat
194327,433821,Peat,Peat soils,16,1233,Well Drained
109220,307052,Loamy,Podzols: Well drained acid mineral soil,384.8,1871,Poorly Drained
200594,163339,Fine loamy,Brown Earth: Well drained mineral soils,173.6,1244,Well Drained
271261,259605,Peat,Peat soils,75.3,868,Peat
87885,150784,Fine loamy,Surface-water Gley: Poorly drained mineral soil,-4.3,1164,Poorly Drained
314012,135202,Sandy,Brown Podzolic: Well drained acid mineral soil,70.6,953,Well Drained
168489,171968,Fine loamy,Brown Earth: Well drained mineral soils,35.97788,1332,Well Drained
271399,135394,Fine loamy,Brown Earth: Well drained mineral soils,102.7,1038,Well Drained
229439,238190,Fine loamy,Luvisol: Well drained mineral soils,67.5,937,Well Drained
181654,375177,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,30,1382,Poorly Drained
156575,138512,Clayey,Surface-water Gley: Poorly drained mineral soil,45.7,910,Poorly Drained
170733,84365,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,154.4,1269,Well Drained
64910,333336,Sandy,Brown Podzolic: Well drained acid mineral soil,8,1348,Poorly Drained
158856,326181,Peat,Peat soils,174,1645,Peat
193741,240286,Fine loamy,Luvisol: Well drained mineral soils,58.4,977,Poorly Drained
268333,287995,Fine loamy,Brown Earth: Well drained mineral soils,103.6,980,Poorly Drained
255169,298230,Fine loamy,Brown Earth: Well drained mineral soils,150.9,1138,Poorly Drained
128493,280048,Coarse loamy,Brown Earth: Well drained mineral soils,56.6,1262,Well Drained
189074,291314,Fine loamy,Luvisol: Well drained mineral soils,85.7,1115,Poorly Drained
95634,34364,Peat,Peat soils,53,1397,Well Drained
125178,51536,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,54.3,1652,Well Drained
176827,396307,Peat,Peat soils,86,1415,Peat
217693,195700,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,260.1,1240,Poorly Drained
190026,65711,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,32.5,1077,Well Drained
139058,236866,Fine loamy,Brown Earth: Well drained mineral soils,26.8,1147,Well Drained
195983,233212,Coarse loamy,Brown Earth: Well drained mineral soils,43.2,957,Well Drained
258411,105399,Fine loamy,Brown Earth: Well drained mineral soils,51,1052,Well Drained
270436,239672,Fine loamy,Groundwater Gley: Poorly drained mineral soil,78.6,869,Poorly Drained
161928,66473,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,126,1251,Well Drained
189605,147133,Fine loamy,Luvisol: Well drained mineral soils,120.7,1098,Well Drained
142989,212282,Fine loamy,Brown Earth: Well drained mineral soils,19.9,1081,Well Drained
281274,270895,Fine loamy,Luvisol: Well drained mineral soils,51.8,890,Well Drained
261594,339468,Fine loamy,Surface-water Gley: Poorly drained mineral soil,77.5,1120,Poorly Drained
187749,64328,Coarse loamy,Brown Earth: Well drained mineral soils,43.7,1044,Well Drained
206183,97314,Coarse loamy,Brown Earth: Well drained mineral soils,38,1102,Well Drained
182190,205190,Coarse loamy,Brown Earth: Well drained mineral soils,54.5,942,Well Drained
108790,165549,Peat,Peat soils,74,1314,Poorly Drained
284824,175915,Fine loamy,Luvisol: Well drained mineral soils,108,873,Well Drained
289647,161013,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,45,983,Well Drained
181082,279140,Fine loamy,Luvisol: Well drained mineral soils,96.1,1143,Poorly Drained
132525,115931,Fine loamy,Luvisol: Well drained mineral soils,190.7,1344,Poorly Drained
260613,223509,All,River alluvium,68.4,862,AlluvMIN
164849,273572,Peat,Peat soils,63.4,1159,Poorly Drained
144421,107017,Fine loamy,Surface-water Gley: Poorly drained mineral soil,134.4,1088,Poorly Drained
133472,112152,Fine loamy,Surface-water Gley: Poorly drained mineral soil,243.2,1334,Poorly Drained
91466,270302,Loamy,Podzols: Well drained acid mineral soil,324,2360,Well Drained
180333,303534,Fine loamy,Surface-water Gley: Poorly drained mineral soil,46.3,1218,Well Drained
186218,233672,Peat,Peat soils,47.1,978,Peat
133359,83803,Peat,Peat soils,484,1993,Well Drained
162790,100580,Clayey,Surface-water Gley: Poorly drained mineral soil,63.2,1015,Well Drained
113642,119088,Fine loamy,Surface-water Gley: Poorly drained mineral soil,142,1496,Well Drained
196341,344813,Fine loamy,Surface-water Gley: Poorly drained mineral soil,138.5,1487,Poorly Drained
130222,67230,Peat,Lithosols: Stony mineral soils often overlying bedrock,103.2,1465,Well Drained
189635,81529,Fine loamy,Brown Earth: Well drained mineral soils,137,1272,Well Drained
293899,111864,Fine loamy,Surface-water Gley: Poorly drained mineral soil,29.2,971,Poorly Drained
194852,128232,Fine loamy,Brown Earth: Well drained mineral soils,139.4,1482,Well Drained
144365,166160,Fine loamy,Luvisol: Well drained mineral soils,16.4,1090,Well Drained
197462,389296,Peat,Peat soils,330,3020,Peat
285487,293492,Fine loamy,Luvisol: Well drained mineral soils,75.5,897,Well Drained
155644,279952,Peat,Peat soils,91.3,1264,Peat
308189,247503,Fine loamy,Surface-water Gley: Poorly drained mineral soil,72.8,791,Poorly Drained
209825,166079,All,River alluvium,110.7,968,AlluvMIN
107131,124780,Fine loamy,Surface-water Gley: Poorly drained mineral soil,116.4,1374,Poorly Drained
200657,176201,Fine loamy,Brown Earth: Well drained mineral soils,207,1212,Well Drained
119502,86044,Peat,Peat soils,569,2278,Peat
95512,32531,Peat,Peat soils,79,1346,Poorly Drained
84879,131901,Fine loamy,Surface-water Gley: Poorly drained mineral soil,25.6,1135,Well Drained
250203,134301,Coarse loamy,Brown Earth: Well drained mineral soils,130.3,1190,Well Drained
312597,310504,Peat,Peat soils,168.1,1057,Peat
89197,67700,Coarse loamy,Surface-water Gley: Poorly drained mineral soil,102.6,1988,Poorly Drained
100421,144746,Fine loamy,Surface-water Gley: Poorly drained mineral soil,19.3,1155,Poorly Drained
172002,148690,All,River alluvium,46.4,969,Poorly Drained
197823,81675,Fine loamy,Brown Earth: Well drained mineral soils,87.3,1261,Well Drained
212889,283470,Fine loamy,Surface-water Gley: Poorly drained mineral soil,71.2,1070,Poorly Drained
107288,137672,Fine loamy,Surface-water Gley: Poorly drained mineral soil,45.1,1117,Poorly Drained
232329,411680,Loamy,Brown Podzolic: Well drained acid mineral soil,118.2,1093,Well Drained
325252,179763,Fine loamy,Brown Podzolic: Well drained acid mineral soil,255,1107,Well Drained
221497,444252,Peat,Lithosols: Stony mineral soils often overlying bedrock,54,1129,Poorly Drained
247986,264602,Fine loamy,Luvisol: Well drained mineral soils,93.2,964,Well Drained
106457,240433,Peat,Peat soils,95.7,1659,Peat
121772,138124,Fine loamy,Surface-water Gley: Poorly drained mineral soil,246.3,1472,Poorly Drained
216915,104999,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,151,1307,Well Drained
82976,310845,Peat,Peat soils,64.2,1477,Peat
196624,139518,Fine loamy,Luvisol: Well drained mineral soils,84.2,1038,Well Drained
280888,184573,Fine loamy,Luvisol: Well drained mineral soils,99.2,869,Well Drained
85039,312149,Peat,Peat soils,48.1,1537,Peat
308744,203628,Peat,Peat soils,527,1859,Peat
37598,71280,Peat,Lithosols: Stony mineral soils often overlying bedrock,65.9,1603,Poorly Drained
152698,261102,Peat,Peat soils,61.3,1133,Peat
251814,286061,Fine loamy,Brown Earth: Well drained mineral soils,91.2,966,Poorly Drained
90721,63149,Peat,Peat soils,133.9,2355,Well Drained
273270,110229,Fine loamy,Brown Earth: Well drained mineral soils,62.3,951,Well Drained
239538,180473,All,River alluvium,75.9,900,AlluvMIN
216723,267194,Fine loamy,Surface-water Gley: Poorly drained mineral soil,143.1,1057,Poorly Drained
211981,170806,Fine loamy,Luvisol: Well drained mineral soils,111.3,1041,Well Drained
133718,239617,Fine loamy,Brown Earth: Well drained mineral soils,20.9,1151,Well Drained
111737,202086,Fine loamy,Surface-water Gley: Poorly drained mineral soil,206.3,1508,Poorly Drained
232413,172115,Fine loamy,Groundwater Gley: Poorly drained mineral soil,116.1,873,Well Drained
291161,256874,Fine loamy,Luvisol: Well drained mineral soils,104.2,855,Well Drained
212187,131153,Fine loamy,Luvisol: Well drained mineral soils,117.2,970,Well Drained
192889,249964,Fine loamy,Luvisol: Well drained mineral soils,71.8,1016,Well Drained
199933,242277,Coarse loamy,Brown Earth: Well drained mineral soils,42.8,951,Poorly Drained
262650,253608,Peat,Peat soils,72.8,904,Peat
180906,106861,Fine loamy,Luvisol: Well drained mineral soils,164.7,1183,Well Drained
221634,228265,Fine loamy,Luvisol: Well drained mineral soils,54.7,874,Well Drained
205759,291093,Peat,Peat soils,40.5,1072,Peat
164434,222957,Peat,Peat soils,79,1125,Peat
224600,294347,Fine loamy,Surface-water Gley: Poorly drained mineral soil,148.1,1159,Well Drained
144832,170499,Peat,Peat soils,24.2,1102,Water
106880,331260,Peat,Peat soils,186.6,1656,Peat
212588,83221,Coarse loamy,Brown Earth: Well drained mineral soils,39,1140,Well Drained
107043,170001,Peat,Peat soils,74,1294,Poorly Drained
259553,283545,Fine loamy,Brown Earth: Well drained mineral soils,141.5,1005,Poorly Drained
104299,333360,Peat,Peat soils,171.1,1724,Poorly Drained
255619,237692,Fine loamy,Luvisol: Well drained mineral soils,69.6,882,Poorly Drained
263610,305152,All,River alluvium,101.4,1076,AlluvMIN
210838,132046,Fine loamy,Luvisol: Well drained mineral soils,107.4,958,Poorly Drained
143856,125519,Clayey,Surface-water Gley: Poorly drained mineral soil,100.5,946,Poorly Drained
209245,154757,All,River alluvium,88.6,927,AlluvMIN
124965,36569,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,87.4,1390,Well Drained
204701,181081,Fine loamy,Luvisol: Well drained mineral soils,166.7,1109,Well Drained
199500,76433,Coarse loamy,Brown Earth: Well drained mineral soils,15.1,1077,Poorly Drained
143611,203260,Fine loamy,Brown Earth: Well drained mineral soils,9.1,1146,Well Drained
232891,214311,Peat,Peat soils,85.4,1007,Peat
269039,303912,Fine loamy,Brown Earth: Well drained mineral soils,117.6,1059,Poorly Drained
259601,342157,Fine loamy,Surface-water Gley: Poorly drained mineral soil,162.1,1307,Poorly Drained
176774,154579,Sandy,Brown Earth: Well drained mineral soils,98.3,1117,Well Drained
97876,107907,Fine loamy,Luvisol: Well drained mineral soils,47.7,1261,Well Drained
111477,104664,Fine loamy,Surface-water Gley: Poorly drained mineral soil,257,1642,Poorly Drained
326649,204637,Fine loamy,Brown Earth: Well drained mineral soils,88.1,1011,Poorly Drained
175105,313823,Fine loamy,Luvisol: Well drained mineral soils,114,1241,Well Drained
